time,sensor,x,y,z,sensor,x,y,z,sensor,x,y,z,activity
 302243.15653, 3,  -0.096,  0.368,  9.658, 4,  -0.006, -0.005, -0.020, 5,  24.780,  4.860, 10.320, 5 
 302243.21630, 3,  -0.048,  0.335,  9.811, 4,  -0.007, -0.006, -0.022, 5,  24.780,  4.920, 10.380, 5 
 302243.27625, 3,  -0.172,  0.464,  9.739, 4,  -0.009, -0.003, -0.021, 5,  24.720,  4.920, 10.380, 5 
 302243.33628, 3,  -0.086,  0.459,  9.768, 4,  -0.008, -0.003, -0.021, 5,  24.720,  4.920, 10.380, 5 
 302243.39605, 3,  -0.153,  0.406,  9.720, 4,  -0.010, -0.006, -0.021, 5,  24.720,  4.920, 10.380, 5 
 302243.45618, 3,  -0.057,  0.406,  9.854, 4,  -0.007, -0.004, -0.021, 5,  24.720,  4.920, 10.440, 5 
 302243.51556, 3,  -0.153,  0.382,  9.658, 4,  -0.007, -0.004, -0.020, 5,  24.720,  4.920, 10.440, 5 
 302243.57541, 3,  -0.077,  0.421,  9.806, 4,  -0.008, -0.004, -0.020, 5,  24.720,  4.860, 10.440, 5 
 302243.63550, 3,  -0.168,  0.454,  9.897, 4,  -0.007, -0.006, -0.021, 5,  24.720,  4.860, 10.440, 5 
 302243.69546, 3,  -0.101,  0.335,  9.907, 4,  -0.008, -0.005, -0.022, 5,  24.720,  4.860, 10.440, 5 
 302243.75553, 3,  -0.077,  0.354,  9.768, 4,  -0.006, -0.004, -0.021, 5,  24.720,  4.860, 10.440, 5 
 302243.81497, 3,  -0.129,  0.421,  9.787, 4,  -0.007, -0.006, -0.021, 5,  24.720,  4.860, 10.440, 5 
 302243.87483, 3,  -0.148,  0.354,  9.763, 4,  -0.006, -0.005, -0.022, 5,  24.720,  4.920, 10.440, 5 
 302243.93503, 3,  -0.029,  0.339,  9.816, 4,  -0.008, -0.005, -0.022, 5,  24.720,  4.920, 10.440, 5 
 302243.99494, 3,  -0.067,  0.411,  9.835, 4,  -0.009, -0.003, -0.022, 5,  24.720,  4.920, 10.440, 5 
 302244.05470, 3,  -0.139,  0.387,  9.854, 4,  -0.006, -0.003, -0.022, 5,  24.720,  4.920, 10.440, 5 
 302244.11468, 3,  -0.187,  0.344,  9.763, 4,  -0.007, -0.003, -0.021, 5,  24.720,  4.920, 10.440, 5 
 302244.17445, 3,  -0.115,  0.315,  9.864, 4,  -0.007, -0.004, -0.022, 5,  24.720,  4.920, 10.440, 5 
 302244.23391, 3,  -0.077,  0.387,  9.768, 4,  -0.009, -0.004, -0.022, 5,  24.780,  4.920, 10.380, 5 
 302244.29368, 3,  -0.120,  0.339,  9.672, 4,  -0.008, -0.003, -0.022, 5,  24.780,  4.920, 10.380, 5 
 302244.35407, 3,  -0.096,  0.435,  9.662, 4,  -0.006, -0.006, -0.022, 5,  24.780,  4.920, 10.380, 5 
 302244.41397, 3,  -0.057,  0.430,  9.811, 4,  -0.006, -0.006, -0.023, 5,  24.780,  4.920, 10.380, 5 
 302244.47373, 3,  -0.067,  0.354,  9.667, 4,  -0.007, -0.004, -0.023, 5,  24.780,  4.920, 10.320, 5 
 302244.53373, 3,  -0.153,  0.359,  9.758, 4,  -0.008, -0.004, -0.021, 5,  24.780,  4.920, 10.320, 5 
 302244.59291, 3,  -0.153,  0.382,  9.696, 4,  -0.007, -0.004, -0.022, 5,  24.780,  4.920, 10.320, 5 
 302244.65328, 3,  -0.115,  0.368,  9.734, 4,  -0.006, -0.002, -0.020, 5,  24.780,  4.920, 10.320, 5 
 302244.71347, 3,  -0.081,  0.344,  9.902, 4,  -0.008, -0.006, -0.022, 5,  24.780,  4.860, 10.320, 5 
 302244.77308, 3,  -0.101,  0.315,  9.849, 4,  -0.007, -0.005, -0.020, 5,  24.780,  4.860, 10.320, 5 
 302244.83279, 3,  -0.086,  0.354,  9.854, 4,  -0.009, -0.004, -0.022, 5,  24.780,  4.860, 10.320, 5 
 302244.89247, 3,  -0.077,  0.382,  9.648, 4,  -0.008, -0.005, -0.022, 5,  24.780,  4.860, 10.320, 5 
 302244.95261, 3,  -0.077,  0.416,  9.753, 4,  -0.008, -0.005, -0.022, 5,  24.780,  4.860, 10.380, 5 
 302245.01254, 3,  -0.096,  0.354,  9.835, 4,  -0.006, -0.004, -0.023, 5,  24.840,  4.860, 10.380, 5 
 302245.07228, 3,  -0.067,  0.430,  9.648, 4,  -0.008, -0.004, -0.020, 5,  24.840,  4.860, 10.380, 5 
 302245.13198, 3,  -0.153,  0.397,  9.581, 4,  -0.008, -0.005, -0.022, 5,  24.840,  4.860, 10.380, 5 
 302245.19169, 3,  -0.120,  0.382,  9.763, 4,  -0.008, -0.002, -0.022, 5,  24.840,  4.860, 10.380, 5 
 302245.25188, 3,  -0.105,  0.325,  9.619, 4,  -0.007, -0.006, -0.021, 5,  24.840,  4.860, 10.380, 5 
 302245.31123, 3,  -0.086,  0.397,  9.768, 4,  -0.009, -0.003, -0.021, 5,  24.840,  4.860, 10.380, 5 
 302245.37147, 3,   0.038,  0.426,  9.715, 4,  -0.006, -0.005, -0.022, 5,  24.900,  4.920, 10.380, 5 
 302245.43149, 3,  -0.077,  0.397,  9.835, 4,  -0.007, -0.005, -0.021, 5,  24.900,  4.920, 10.320, 5 
 302245.49110, 3,  -0.057,  0.426,  9.835, 4,  -0.008, -0.004, -0.021, 5,  24.900,  4.920, 10.320, 5 
 302245.55123, 3,  -0.124,  0.397,  9.734, 4,  -0.007, -0.006, -0.023, 5,  24.960,  4.920, 10.320, 5 
 302245.61107, 3,  -0.067,  0.397,  9.935, 4,  -0.006, -0.005, -0.021, 5,  24.960,  4.920, 10.320, 5 
 302245.67039, 3,  -0.067,  0.416,  9.787, 4,  -0.006, -0.005, -0.022, 5,  25.020,  4.920, 10.260, 5 
 302245.73067, 3,  -0.110,  0.359,  9.667, 4,  -0.008, -0.003, -0.021, 5,  25.080,  4.920, 10.260, 5 
 302245.79037, 3,  -0.124,  0.291,  9.873, 4,  -0.006, -0.005, -0.021, 5,  25.080,  4.920, 10.260, 5 
 302245.85051, 3,  -0.067,  0.296,  9.729, 4,  -0.007, -0.004, -0.021, 5,  25.140,  4.860, 10.200, 5 
 302245.91111, 3,  -0.067,  0.411,  9.777, 4,  -0.008, -0.006, -0.020, 5,  25.140,  4.860, 10.200, 5 
 302245.96997, 3,  -0.120,  0.435,  9.864, 4,  -0.006, -0.004, -0.021, 5,  25.140,  4.860, 10.200, 5 
 302246.03011, 3,  -0.153,  0.373,  9.686, 4,  -0.007, -0.005, -0.021, 5,  25.200,  4.800, 10.200, 5 
 302246.08962, 3,  -0.043,  0.373,  9.658, 4,  -0.007, -0.002, -0.022, 5,  25.200,  4.800, 10.140, 5 
 302256.26528, 3,  -0.124,  0.368,  9.725, 4,  -0.006, -0.003, -0.021, 5,  24.840,  4.500,  9.960, 5 
 302256.32546, 3,  -0.057,  0.325,  9.720, 4,  -0.006,  0.001, -0.020, 5,  24.840,  4.500,  9.960, 5 
 302256.38501, 3,  -0.048,  0.478,  9.811, 4,  -0.007, -0.005, -0.022, 5,  24.840,  4.560,  9.960, 5 
 302256.44530, 3,  -0.101,  0.392,  9.878, 4,  -0.007, -0.006, -0.021, 5,  24.840,  4.560,  9.960, 5 
 302256.50483, 3,  -0.105,  0.435,  9.638, 4,  -0.007, -0.004, -0.021, 5,  24.840,  4.620,  9.960, 5 
 302256.56445, 3,  -0.034,  0.440,  9.816, 4,  -0.007, -0.006, -0.022, 5,  24.840,  4.620,  9.960, 5 
 302256.62411, 3,  -0.086,  0.373,  9.816, 4,  -0.006, -0.006, -0.022, 5,  24.840,  4.620,  9.960, 5 
 302256.68445, 3,  -0.062,  0.330,  9.806, 4,  -0.007, -0.006, -0.022, 5,  24.840,  4.680, 10.020, 5 
 302256.74436, 3,  -0.072,  0.445,  9.720, 4,  -0.008, -0.002, -0.021, 5,  24.840,  4.620, 10.020, 5 
 302256.80423, 3,  -0.081,  0.354,  9.792, 4,  -0.006, -0.004, -0.021, 5,  24.840,  4.560, 10.020, 5 
 302256.86390, 3,  -0.057,  0.359,  9.705, 4,  -0.007, -0.005, -0.021, 5,  24.900,  4.500, 10.080, 5 
 302256.92403, 3,  -0.101,  0.397,  9.725, 4,  -0.007, -0.004, -0.021, 5,  24.900,  4.440, 10.080, 5 
 302256.98382, 3,  -0.101,  0.325,  9.619, 4,  -0.008, -0.005, -0.022, 5,  24.900,  4.440, 10.080, 5 
 302257.04371, 3,  -0.101,  0.349,  9.782, 4,  -0.007, -0.004, -0.021, 5,  24.900,  4.380, 10.140, 5 
 302257.10365, 3,  -0.168,  0.382,  9.782, 4,  -0.008, -0.002, -0.022, 5,  24.900,  4.320, 10.140, 5 
 302257.16343, 3,  -0.067,  0.359,  9.734, 4,  -0.006, -0.005, -0.022, 5,  24.900,  4.260, 10.140, 5 
 302257.22327, 3,  -0.081,  0.416,  9.777, 4,  -0.006,  0.001, -0.020, 5,  24.900,  4.260, 10.140, 5 
 302257.28292, 3,  -0.062,  0.426,  9.959, 4,  -0.008, -0.005, -0.019, 5,  24.900,  4.200, 10.140, 5 
 302257.34305, 3,  -0.115,  0.373,  9.686, 4,  -0.008, -0.003, -0.022, 5,  24.900,  4.140, 10.140, 5 
 302257.40273, 3,  -0.067,  0.368,  9.715, 4,  -0.008, -0.005, -0.021, 5,  24.900,  4.080, 10.140, 5 
 302257.46270, 3,  -0.081,  0.493,  9.820, 4,  -0.010, -0.009, -0.022, 5,  24.900,  4.080, 10.140, 5 
 302257.52261, 3,  -0.110,  0.459,  9.768, 4,  -0.007, -0.006, -0.022, 5,  24.900,  4.020, 10.140, 5 
 302257.58211, 3,  -0.019,  0.416,  9.864, 4,  -0.009, -0.004, -0.022, 5,  24.900,  4.020, 10.140, 5 
 302257.64226, 3,  -0.115,  0.277,  9.911, 4,  -0.008, -0.004, -0.022, 5,  24.900,  3.960, 10.140, 5 
 302257.70223, 3,  -0.077,  0.349,  9.820, 4,  -0.007, -0.005, -0.022, 5,  24.900,  3.960, 10.140, 5 
 302257.76197, 3,  -0.101,  0.373,  9.705, 4,  -0.007, -0.004, -0.022, 5,  24.900,  3.960, 10.140, 5 
 302257.82192, 3,  -0.048,  0.354,  9.806, 4,  -0.006, -0.004, -0.022, 5,  24.900,  3.960, 10.140, 5 
 302257.88149, 3,  -0.024,  0.421,  9.720, 4,  -0.006, -0.004, -0.022, 5,  24.900,  3.960, 10.140, 5 
 302257.94150, 3,  -0.048,  0.368,  9.691, 4,  -0.008, -0.004, -0.022, 5,  24.900,  4.020, 10.140, 5 
 302258.00153, 3,  -0.038,  0.397,  9.777, 4,  -0.007, -0.006, -0.022, 5,  24.900,  4.020, 10.200, 5 
 302258.06133, 3,  -0.086,  0.272,  9.825, 4,  -0.006, -0.003, -0.021, 5,  24.900,  4.020, 10.200, 5 
 302258.12117, 3,  -0.062,  0.454,  9.739, 4,  -0.008, -0.005, -0.021, 5,  24.900,  4.020, 10.200, 5 
 302258.18102, 3,  -0.081,  0.373,  9.777, 4,  -0.007, -0.005, -0.022, 5,  24.960,  4.020, 10.200, 5 
 302258.24064, 3,  -0.124,  0.397,  9.725, 4,  -0.007, -0.004, -0.022, 5,  24.960,  4.020, 10.260, 5 
 302258.30049, 3,  -0.148,  0.373,  9.758, 4,  -0.008, -0.005, -0.021, 5,  24.960,  4.020, 10.260, 5 
 302258.36053, 3,  -0.139,  0.426,  9.825, 4,  -0.008, -0.005, -0.021, 5,  24.960,  4.020, 10.260, 5 
 302258.42046, 3,  -0.053,  0.296,  9.701, 4,  -0.009, -0.003, -0.020, 5,  24.900,  4.020, 10.320, 5 
 302258.48011, 3,  -0.019,  0.426,  9.768, 4,  -0.006,  0.002, -0.021, 5,  24.900,  4.080, 10.320, 5 
 302258.54015, 3,  -0.096,  0.344,  9.749, 4,  -0.008, -0.001, -0.022, 5,  24.900,  4.080, 10.320, 5 
 302258.60006, 3,  -0.168,  0.445,  9.696, 4,  -0.008, -0.003, -0.022, 5,  24.900,  4.080, 10.320, 5 
 302258.65961, 3,  -0.153,  0.359,  9.691, 4,  -0.007, -0.005, -0.022, 5,  24.900,  4.140, 10.380, 5 
 302258.71973, 3,  -0.101,  0.359,  9.701, 4,  -0.006, -0.014, -0.020, 5,  24.900,  4.140, 10.380, 5 
 302258.77927, 3,  -0.091,  0.301,  9.864, 4,  -0.007, -0.004, -0.021, 5,  24.840,  4.140, 10.380, 5 
 302258.83948, 3,  -0.057,  0.368,  9.667, 4,  -0.009, -0.002, -0.021, 5,  24.780,  4.200, 10.440, 5 
 302258.89932, 3,  -0.067,  0.406,  9.749, 4,  -0.007, -0.003, -0.022, 5,  24.780,  4.200, 10.440, 5 
 302258.95871, 3,  -0.124,  0.373,  9.696, 4,  -0.008, -0.005, -0.021, 5,  24.720,  4.200, 10.440, 5 
 302259.01905, 3,  -0.086,  0.282,  9.782, 4,  -0.006, -0.006, -0.022, 5,  24.720,  4.260, 10.440, 5 
 302259.07898, 3,  -0.081,  0.363,  9.672, 4,  -0.006, -0.006, -0.023, 5,  24.660,  4.260, 10.440, 5 
 302259.13880, 3,  -0.129,  0.435,  9.777, 4,  -0.005, -0.003, -0.022, 5,  24.660,  4.260, 10.440, 5 
 302259.19882, 3,  -0.067,  0.421,  9.634, 4,  -0.006, -0.005, -0.021, 5,  24.600,  4.260, 10.440, 5 
 302259.25808, 3,  -0.091,  0.311,  9.782, 4,  -0.007, -0.003, -0.021, 5,  24.600,  4.320, 10.440, 5 
 302259.31831, 3,  -0.144,  0.344,  9.768, 4,  -0.007, -0.003, -0.022, 5,  24.600,  4.320, 10.440, 5 
 302259.37773, 3,  -0.120,  0.296,  9.840, 4,  -0.005, -0.005, -0.022, 5,  24.600,  4.320, 10.440, 5 
 302259.43794, 3,  -0.105,  0.263,  9.768, 4,  -0.007, -0.005, -0.020, 5,  24.600,  4.320, 10.440, 5 
 302259.49743, 3,  -0.115,  0.339,  9.715, 4,  -0.007, -0.006, -0.021, 5,  24.600,  4.380, 10.440, 5 
 302259.55759, 3,  -0.115,  0.373,  9.782, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.380, 10.440, 5 
 302259.61748, 3,  -0.034,  0.430,  9.782, 4,  -0.009, -0.005, -0.021, 5,  24.600,  4.380, 10.440, 5 
 302259.67706, 3,  -0.081,  0.421,  9.729, 4,  -0.006, -0.003, -0.023, 5,  24.600,  4.380, 10.440, 5 
 302259.73749, 3,  -0.043,  0.363,  9.629, 4,  -0.009, -0.005, -0.021, 5,  24.660,  4.440, 10.440, 5 
 302259.79682, 3,  -0.196,  0.315,  9.672, 4,  -0.006, -0.005, -0.023, 5,  24.660,  4.440, 10.440, 5 
 302259.85685, 3,  -0.129,  0.402,  9.849, 4,  -0.008, -0.003, -0.022, 5,  24.720,  4.440, 10.440, 5 
 302259.91644, 3,  -0.043,  0.397,  9.543, 4,  -0.006, -0.003, -0.022, 5,  24.720,  4.500, 10.440, 5 
 302259.97638, 3,  -0.072,  0.320,  9.873, 4,  -0.007, -0.006, -0.021, 5,  24.780,  4.500, 10.380, 5 
 302260.03677, 3,  -0.139,  0.320,  9.672, 4,  -0.007, -0.003, -0.022, 5,  24.780,  4.500, 10.380, 5 
 302260.09626, 3,  -0.153,  0.373,  9.811, 4,  -0.007, -0.004, -0.021, 5,  24.780,  4.560, 10.380, 5 
 302260.15591, 3,  -0.029,  0.402,  9.643, 4,  -0.009, -0.004, -0.022, 5,  24.840,  4.560, 10.380, 5 
 302260.21608, 3,  -0.057,  0.406,  9.701, 4,  -0.008, -0.004, -0.020, 5,  24.840,  4.620, 10.380, 5 
 302260.27567, 3,  -0.158,  0.382,  9.792, 4,  -0.009, -0.005, -0.021, 5,  24.840,  4.620, 10.320, 5 
 302260.33570, 3,  -0.115,  0.397,  9.792, 4,  -0.009, -0.005, -0.021, 5,  24.840,  4.680, 10.320, 5 
 302260.39528, 3,  -0.072,  0.426,  9.701, 4,  -0.007, -0.004, -0.021, 5,  24.840,  4.680, 10.320, 5 
 302260.45568, 3,  -0.067,  0.320,  9.643, 4,  -0.006, -0.005, -0.021, 5,  24.840,  4.740, 10.320, 5 
 302260.51526, 3,  -0.086,  0.478,  9.758, 4,  -0.007, -0.003, -0.020, 5,  24.840,  4.800, 10.320, 5 
 302260.57597, 3,  -0.105,  0.291,  9.883, 4,  -0.007, -0.003, -0.022, 5,  24.840,  4.800, 10.320, 5 
 302260.63516, 3,  -0.048,  0.387,  9.729, 4,  -0.008, -0.004, -0.022, 5,  24.840,  4.860, 10.320, 5 
 302260.69521, 3,  -0.053,  0.373,  9.792, 4,  -0.008, -0.003, -0.021, 5,  24.840,  4.860, 10.320, 5 
 302260.75475, 3,  -0.096,  0.387,  9.696, 4,  -0.006, -0.005, -0.021, 5,  24.840,  4.920, 10.260, 5 
 302260.81488, 3,  -0.086,  0.339,  9.825, 4,  -0.007, -0.004, -0.021, 5,  24.840,  4.980, 10.260, 5 
 302260.87476, 3,  -0.081,  0.363,  9.658, 4,  -0.007, -0.004, -0.021, 5,  24.840,  4.980, 10.260, 5 
 302260.93451, 3,  -0.067,  0.421,  9.739, 4,  -0.009, -0.004, -0.021, 5,  24.840,  4.980, 10.260, 5 
 302260.99421, 3,  -0.148,  0.387,  9.729, 4,  -0.009, -0.004, -0.021, 5,  24.900,  5.040, 10.260, 5 
 302261.05405, 3,  -0.081,  0.435,  9.691, 4,  -0.007, -0.004, -0.022, 5,  24.900,  5.040, 10.320, 5 
 302261.11417, 3,  -0.034,  0.411,  9.725, 4,  -0.007, -0.006, -0.021, 5,  24.960,  5.100, 10.320, 5 
 302261.17405, 3,  -0.129,  0.469,  9.662, 4,  -0.008, -0.004, -0.023, 5,  24.960,  5.100, 10.380, 5 
 302261.23387, 3,  -0.067,  0.325,  9.811, 4,  -0.008, -0.006, -0.021, 5,  25.020,  5.160, 10.380, 5 
 302261.29379, 3,  -0.134,  0.440,  9.864, 4,  -0.009, -0.005, -0.021, 5,  25.020,  5.160, 10.440, 5 
 302261.35334, 3,  -0.048,  0.421,  9.705, 4,  -0.006, -0.006, -0.021, 5,  25.080,  5.160, 10.440, 5 
 302261.41343, 3,  -0.077,  0.411,  9.705, 4,  -0.007, -0.004, -0.021, 5,  25.080,  5.160, 10.500, 5 
 302261.47332, 3,  -0.034,  0.435,  9.768, 4,  -0.007, -0.003, -0.022, 5,  25.140,  5.160, 10.560, 5 
 302261.53307, 3,  -0.067,  0.387,  9.777, 4,  -0.007, -0.006, -0.022, 5,  25.140,  5.160, 10.560, 5 
 302261.59295, 3,  -0.057,  0.416,  9.705, 4,  -0.007, -0.006, -0.020, 5,  25.140,  5.160, 10.620, 5 
 302261.65262, 3,  -0.057,  0.387,  9.720, 4,  -0.008, -0.004, -0.021, 5,  25.200,  5.160, 10.680, 5 
 302261.71279, 3,  -0.105,  0.363,  9.734, 4,  -0.009, -0.007, -0.021, 5,  25.200,  5.100, 10.740, 5 
 302261.77254, 3,  -0.134,  0.311,  9.729, 4,  -0.007, -0.005, -0.023, 5,  25.200,  5.100, 10.800, 5 
 302261.83220, 3,  -0.086,  0.435,  9.768, 4,  -0.008, -0.007, -0.024, 5,  25.200,  5.100, 10.800, 5 
 302261.89235, 3,  -0.062,  0.335,  9.600, 4,  -0.007, -0.003, -0.022, 5,  25.200,  5.100, 10.860, 5 
 302261.95187, 3,  -0.091,  0.363,  9.811, 4,  -0.008, -0.002, -0.022, 5,  25.200,  5.040, 10.860, 5 
 302262.01204, 3,  -0.091,  0.402,  9.782, 4,  -0.007, -0.003, -0.022, 5,  25.200,  5.040, 10.860, 5 
 302262.07163, 3,  -0.057,  0.368,  9.734, 4,  -0.007, -0.002, -0.021, 5,  25.140,  4.980, 10.800, 5 
 302262.13140, 3,  -0.172,  0.315,  9.768, 4,  -0.008, -0.004, -0.022, 5,  25.140,  4.980, 10.740, 5 
 302262.19161, 3,  -0.153,  0.373,  9.734, 4,  -0.008, -0.005, -0.022, 5,  25.140,  4.920, 10.680, 5 
 302262.25118, 3,  -0.120,  0.402,  9.763, 4,  -0.007, -0.004, -0.020, 5,  25.140,  4.920, 10.620, 5 
 302262.31133, 3,  -0.105,  0.373,  9.768, 4,  -0.008, -0.005, -0.022, 5,  25.080,  4.860, 10.560, 5 
 302262.37115, 3,  -0.101,  0.349,  9.763, 4,  -0.008, -0.006, -0.022, 5,  25.080,  4.860, 10.500, 5 
 302262.43073, 3,  -0.029,  0.368,  9.883, 4,  -0.007, -0.004, -0.020, 5,  25.020,  4.800, 10.440, 5 
 302262.49088, 3,  -0.077,  0.397,  9.715, 4,  -0.008, -0.003, -0.021, 5,  25.020,  4.800, 10.380, 5 
 302262.55022, 3,  -0.062,  0.440,  9.868, 4,  -0.007, -0.004, -0.021, 5,  25.020,  4.800, 10.320, 5 
 302262.61060, 3,  -0.077,  0.344,  9.729, 4,  -0.010, -0.004, -0.023, 5,  25.020,  4.740, 10.260, 5 
 302262.67021, 3,  -0.096,  0.402,  9.763, 4,  -0.009, -0.003, -0.022, 5,  25.020,  4.740, 10.260, 5 
 302262.73028, 3,  -0.105,  0.454,  9.739, 4,  -0.007, -0.003, -0.021, 5,  25.020,  4.740, 10.200, 5 
 302262.79020, 3,  -0.029,  0.392,  9.897, 4,  -0.009, -0.004, -0.021, 5,  24.960,  4.740, 10.140, 5 
 302262.84951, 3,  -0.182,  0.315,  9.820, 4,  -0.006, -0.005, -0.023, 5,  24.960,  4.740, 10.080, 5 
 302262.90989, 3,  -0.163,  0.368,  9.763, 4,  -0.006, -0.006, -0.020, 5,  24.960,  4.680, 10.080, 5 
 302262.96967, 3,  -0.129,  0.392,  9.662, 4,  -0.006, -0.004, -0.020, 5,  24.900,  4.680, 10.020, 5 
 302263.02958, 3,  -0.019,  0.320,  9.787, 4,  -0.007, -0.005, -0.020, 5,  24.900,  4.680, 10.080, 5 
 302263.08945, 3,  -0.105,  0.402,  9.677, 4,  -0.007, -0.005, -0.021, 5,  24.900,  4.680, 10.080, 5 
 302263.14880, 3,  -0.115,  0.382,  9.835, 4,  -0.008, -0.006, -0.023, 5,  24.840,  4.680, 10.080, 5 
 302263.20861, 3,  -0.014,  0.320,  9.715, 4,  -0.007, -0.004, -0.020, 5,  24.840,  4.680, 10.080, 5 
 302263.26908, 3,  -0.067,  0.440,  9.768, 4,  -0.007, -0.004, -0.021, 5,  24.840,  4.680, 10.140, 5 
 302263.32885, 3,  -0.129,  0.382,  9.715, 4,  -0.008, -0.005, -0.022, 5,  24.840,  4.680, 10.140, 5 
 302263.38865, 3,  -0.048,  0.382,  9.648, 4,  -0.008, -0.005, -0.022, 5,  24.780,  4.620, 10.140, 5 
 302263.44805, 3,  -0.110,  0.368,  9.729, 4,  -0.007, -0.004, -0.021, 5,  24.780,  4.620, 10.140, 5 
 302263.50814, 3,  -0.096,  0.392,  9.658, 4,  -0.007, -0.005, -0.021, 5,  24.780,  4.620, 10.140, 5 
 302263.56824, 3,  -0.077,  0.335,  9.902, 4,  -0.007, -0.006, -0.021, 5,  24.780,  4.620, 10.200, 5 
 302263.62763, 3,  -0.153,  0.473,  9.691, 4,  -0.006, -0.006, -0.021, 5,  24.720,  4.620, 10.200, 5 
 302263.68809, 3,  -0.081,  0.335,  9.763, 4,  -0.009, -0.002, -0.021, 5,  24.720,  4.620, 10.260, 5 
 302263.74729, 3,  -0.057,  0.354,  9.629, 4,  -0.008, -0.005, -0.022, 5,  24.720,  4.560, 10.260, 5 
 302263.80768, 3,  -0.072,  0.363,  9.677, 4,  -0.008, -0.003, -0.021, 5,  24.720,  4.560, 10.260, 5 
