time,sensor,x,y,z,sensor,x,y,z,sensor,x,y,z,activity
 302189.40491, 3,  -0.110,  0.320,  9.753, 4,  -0.008, -0.003, -0.022, 5,  24.720,  4.440, 10.320, 2 
 302189.46461, 3,  -0.091,  0.416,  9.816, 4,  -0.005, -0.005, -0.022, 5,  24.720,  4.380, 10.320, 2 
 302189.52473, 3,  -0.101,  0.363,  9.782, 4,  -0.006, -0.004, -0.022, 5,  24.720,  4.380, 10.320, 2 
 302189.58452, 3,  -0.072,  0.426,  9.844, 4,  -0.008, -0.003, -0.022, 5,  24.720,  4.320, 10.320, 2 
 302189.64438, 3,  -0.124,  0.464,  9.643, 4,  -0.006, -0.003, -0.021, 5,  24.720,  4.320, 10.320, 2 
 302189.70396, 3,  -0.134,  0.507,  9.691, 4,  -0.009, -0.003, -0.022, 5,  24.660,  4.320, 10.320, 2 
 302189.76354, 3,  -0.105,  0.368,  9.696, 4,  -0.009, -0.005, -0.021, 5,  24.660,  4.320, 10.320, 2 
 302189.82397, 3,  -0.081,  0.454,  9.691, 4,  -0.007, -0.003, -0.021, 5,  24.660,  4.320, 10.260, 2 
 302189.88365, 3,  -0.053,  0.397,  9.739, 4,  -0.006, -0.003, -0.021, 5,  24.660,  4.320, 10.260, 2 
 302189.94363, 3,  -0.101,  0.330,  9.916, 4,  -0.007, -0.003, -0.022, 5,  24.660,  4.320, 10.260, 2 
 302190.00355, 3,  -0.053,  0.382,  9.777, 4,  -0.006, -0.003, -0.021, 5,  24.660,  4.380, 10.260, 2 
 302190.06306, 3,  -0.057,  0.382,  9.720, 4,  -0.006, -0.002, -0.022, 5,  24.660,  4.380, 10.260, 2 
 302190.12285, 3,  -0.177,  0.359,  9.739, 4,  -0.006, -0.005, -0.022, 5,  24.660,  4.380, 10.260, 2 
 302190.18276, 3,  -0.153,  0.382,  9.887, 4,  -0.007, -0.004, -0.021, 5,  24.660,  4.440, 10.320, 2 
 302190.24284, 3,  -0.048,  0.430,  9.734, 4,  -0.009, -0.003, -0.022, 5,  24.660,  4.440, 10.320, 2 
 302190.30263, 3,  -0.053,  0.488,  9.605, 4,  -0.008, -0.006, -0.020, 5,  24.660,  4.500, 10.320, 2 
 302190.36205, 3,  -0.038,  0.349,  9.696, 4,  -0.005, -0.005, -0.021, 5,  24.720,  4.560, 10.380, 2 
 302190.42257, 3,  -0.115,  0.397,  9.931, 4,  -0.007, -0.006, -0.022, 5,  24.720,  4.620, 10.380, 2 
 302190.48236, 3,  -0.081,  0.440,  9.739, 4,  -0.007, -0.005, -0.020, 5,  24.720,  4.620, 10.380, 2 
 302190.54176, 3,  -0.101,  0.402,  9.734, 4,  -0.009, -0.003, -0.021, 5,  24.720,  4.680, 10.440, 2 
 302190.60181, 3,  -0.139,  0.315,  9.806, 4,  -0.007, -0.003, -0.022, 5,  24.780,  4.680, 10.440, 2 
 302190.66148, 3,  -0.101,  0.387,  9.758, 4,  -0.007, -0.003, -0.022, 5,  24.780,  4.680, 10.500, 2 
 302190.72167, 3,  -0.148,  0.373,  9.753, 4,  -0.008, -0.005, -0.020, 5,  24.780,  4.680, 10.500, 2 
 302190.78143, 3,  -0.096,  0.402,  9.686, 4,  -0.007, -0.009, -0.022, 5,  24.780,  4.740, 10.560, 2 
 302190.84149, 3,  -0.134,  0.445,  9.595, 4,  -0.006, -0.005, -0.020, 5,  24.840,  4.740, 10.560, 2 
 302190.90136, 3,  -0.153,  0.454,  9.820, 4,  -0.008, -0.003, -0.022, 5,  24.840,  4.680, 10.560, 2 
 302190.96122, 3,  -0.062,  0.363,  9.701, 4,  -0.005, -0.002, -0.021, 5,  24.840,  4.680, 10.560, 2 
 302191.02088, 3,  -0.081,  0.440,  9.796, 4,  -0.006, -0.005, -0.022, 5,  24.840,  4.680, 10.560, 2 
 302191.08043, 3,  -0.096,  0.402,  9.686, 4,  -0.008, -0.005, -0.021, 5,  24.840,  4.680, 10.560, 2 
 302191.14079, 3,  -0.048,  0.435,  9.768, 4,  -0.008, -0.002, -0.021, 5,  24.840,  4.680, 10.560, 2 
 302191.20038, 3,  -0.144,  0.349,  9.878, 4,  -0.008, -0.004, -0.021, 5,  24.900,  4.680, 10.560, 2 
 302191.26002, 3,  -0.158,  0.363,  9.945, 4,  -0.009, -0.004, -0.020, 5,  24.900,  4.620, 10.560, 2 
 302191.31993, 3,  -0.153,  0.325,  9.720, 4,  -0.006, -0.005, -0.021, 5,  24.900,  4.620, 10.500, 2 
 302191.37997, 3,  -0.115,  0.354,  9.844, 4,  -0.006, -0.003, -0.021, 5,  24.840,  4.620, 10.500, 2 
 
