time,sensor,x,y,z,sensor,x,y,z,sensor,x,y,z,activity
 302213.88650, 3,  -0.120,  0.368,  9.729, 4,  -0.007, -0.004, -0.024, 5,  24.720,  4.560, 10.620, 3 
 302213.94599, 3,  -0.215,  0.349,  9.792, 4,  -0.007, -0.004, -0.021, 5,  24.720,  4.560, 10.620, 3 
 302214.00626, 3,  -0.086,  0.349,  9.763, 4,  -0.007, -0.004, -0.021, 5,  24.720,  4.560, 10.620, 3 
 302214.06571, 3,  -0.057,  0.368,  9.792, 4,  -0.007, -0.004, -0.021, 5,  24.720,  4.620, 10.620, 3 
 302214.12576, 3,  -0.053,  0.354,  9.715, 4,  -0.009, -0.002, -0.021, 5,  24.720,  4.620, 10.560, 3 
 302214.18573, 3,  -0.077,  0.459,  9.763, 4,  -0.008, -0.006, -0.020, 5,  24.720,  4.620, 10.560, 3 
 302214.24593, 3,  -0.134,  0.464,  9.672, 4,  -0.006, -0.006, -0.022, 5,  24.720,  4.620, 10.560, 3 
 302214.30560, 3,  -0.048,  0.392,  9.691, 4,  -0.009, -0.006, -0.021, 5,  24.660,  4.620, 10.560, 3 
 302214.36554, 3,  -0.062,  0.354,  9.763, 4,  -0.005, -0.002, -0.022, 5,  24.660,  4.680, 10.500, 3 
 302214.42504, 3,  -0.120,  0.387,  9.686, 4,  -0.007, -0.004, -0.022, 5,  24.600,  4.680, 10.500, 3 
 302214.48535, 3,  -0.172,  0.311,  9.715, 4,  -0.007, -0.004, -0.022, 5,  24.600,  4.680, 10.440, 3 
 302214.54505, 3,  -0.096,  0.349,  9.777, 4,  -0.005, -0.005, -0.022, 5,  24.600,  4.680, 10.440, 3 
 302214.60485, 3,  -0.053,  0.368,  9.734, 4,  -0.007, -0.005, -0.020, 5,  24.600,  4.680, 10.440, 3 
 302214.66480, 3,  -0.120,  0.421,  9.787, 4,  -0.008, -0.005, -0.023, 5,  24.600,  4.680, 10.380, 3 
 302214.72433, 3,  -0.153,  0.430,  9.658, 4,  -0.007, -0.004, -0.021, 5,  24.540,  4.680, 10.380, 3 
 302214.78438, 3,  -0.038,  0.430,  9.715, 4,  -0.005, -0.004, -0.021, 5,  24.540,  4.680, 10.380, 3 
 302214.84432, 3,  -0.072,  0.368,  9.787, 4,  -0.008, -0.004, -0.022, 5,  24.540,  4.680, 10.320, 3 
 302214.90389, 3,  -0.081,  0.421,  9.811, 4,  -0.007, -0.004, -0.023, 5,  24.540,  4.680, 10.320, 3 
 302214.96398, 3,  -0.168,  0.368,  9.662, 4,  -0.007, -0.004, -0.021, 5,  24.540,  4.740, 10.320, 3 
 302215.02362, 3,  -0.062,  0.296,  9.677, 4,  -0.008, -0.004, -0.022, 5,  24.540,  4.740, 10.320, 3 
 302215.08380, 3,  -0.062,  0.349,  9.615, 4,  -0.007, -0.005, -0.022, 5,  24.540,  4.740, 10.320, 3 
 302215.14310, 3,  -0.134,  0.411,  9.734, 4,  -0.007, -0.005, -0.019, 5,  24.540,  4.740, 10.320, 3 
 302215.20347, 3,  -0.072,  0.402,  9.835, 4,  -0.007, -0.005, -0.021, 5,  24.540,  4.740, 10.320, 3 
 302215.26331, 3,  -0.105,  0.426,  9.787, 4,  -0.008, -0.004, -0.020, 5,  24.540,  4.740, 10.320, 3 
 302215.32333, 3,  -0.115,  0.373,  9.638, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.740, 10.320, 3 
 302215.38313, 3,  -0.105,  0.426,  9.619, 4,  -0.006, -0.005, -0.021, 5,  24.600,  4.680, 10.320, 3 
 302215.44264, 3,  -0.081,  0.363,  9.787, 4,  -0.007, -0.004, -0.021, 5,  24.600,  4.680, 10.320, 3 
 302215.50274, 3,  -0.105,  0.349,  9.806, 4,  -0.008, -0.004, -0.020, 5,  24.600,  4.680, 10.380, 3 
 302215.56276, 3,  -0.115,  0.411,  9.739, 4,  -0.007, -0.004, -0.022, 5,  24.600,  4.680, 10.380, 3 
 302215.62223, 3,  -0.062,  0.426,  9.677, 4,  -0.006, -0.006, -0.021, 5,  24.600,  4.680, 10.380, 3 
 302215.68217, 3,  -0.129,  0.339,  9.543, 4,  -0.007, -0.006, -0.022, 5,  24.600,  4.680, 10.380, 3 
 302215.74205, 3,  -0.048,  0.382,  9.820, 4,  -0.007, -0.004, -0.022, 5,  24.600,  4.680, 10.380, 3 
 302215.80184, 3,  -0.091,  0.382,  9.820, 4,  -0.007, -0.003, -0.022, 5,  24.600,  4.620, 10.440, 3 
 302215.86137, 3,  -0.048,  0.368,  9.868, 4,  -0.008, -0.005, -0.022, 5,  24.600,  4.620, 10.440, 3 
 302215.92152, 3,  -0.091,  0.359,  9.796, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.620, 10.380, 3 
 302215.98137, 3,  -0.115,  0.368,  9.897, 4,  -0.007, -0.006, -0.022, 5,  24.600,  4.680, 10.380, 3 
 302216.04092, 3,  -0.053,  0.387,  9.787, 4,  -0.008, -0.006, -0.020, 5,  24.660,  4.680, 10.380, 3 
 302216.10114, 3,  -0.091,  0.330,  9.715, 4,  -0.006, -0.004, -0.020, 5,  24.660,  4.680, 10.320, 3 
 302216.16096, 3,  -0.153,  0.421,  9.629, 4,  -0.009, -0.005, -0.021, 5,  24.660,  4.740, 10.320, 3 
 302216.22077, 3,   0.005,  0.325,  9.605, 4,  -0.006, -0.005, -0.022, 5,  24.660,  4.740, 10.320, 3 
 302216.28064, 3,  -0.120,  0.325,  9.782, 4,  -0.006, -0.004, -0.021, 5,  24.660,  4.740, 10.260, 3 
 302216.34058, 3,  -0.124,  0.440,  9.648, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.800, 10.260, 3 
 
