time,sensor,x,y,z,sensor,x,y,z,sensor,x,y,z,activity
 302193.53512, 3,  -0.091,  0.359,  9.605, 4,  -0.009, -0.004, -0.021, 5,  24.660,  4.620, 10.500, 3 
 302193.59480, 3,  -0.057,  0.387,  9.806, 4,  -0.007, -0.003, -0.021, 5,  24.720,  4.620, 10.500, 3 
 302193.65408, 3,  -0.034,  0.397,  9.768, 4,  -0.007, -0.005, -0.022, 5,  24.720,  4.620, 10.500, 3 
 302193.71391, 3,  -0.077,  0.440,  9.667, 4,  -0.007, -0.005, -0.020, 5,  24.720,  4.620, 10.500, 3 
 302193.77383, 3,  -0.057,  0.335,  9.840, 4,  -0.007, -0.006, -0.021, 5,  24.720,  4.620, 10.500, 3 
 302193.83408, 3,  -0.014,  0.416,  9.854, 4,  -0.008, -0.006, -0.020, 5,  24.720,  4.620, 10.500, 3 
 302193.89390, 3,  -0.077,  0.330,  9.615, 4,  -0.005, -0.005, -0.020, 5,  24.720,  4.620, 10.560, 3 
 302193.95380, 3,  -0.120,  0.301,  9.840, 4,  -0.008, -0.003, -0.020, 5,  24.720,  4.620, 10.560, 3 
 302194.01337, 3,  -0.077,  0.301,  9.844, 4,  -0.006, -0.003, -0.020, 5,  24.720,  4.680, 10.560, 3 
 302194.07342, 3,  -0.057,  0.402,  9.792, 4,  -0.008, -0.003, -0.021, 5,  24.720,  4.680, 10.560, 3 
 302194.13336, 3,  -0.048,  0.387,  9.720, 4,  -0.007, -0.004, -0.021, 5,  24.720,  4.680, 10.560, 3 
 302194.19302, 3,  -0.134,  0.320,  9.868, 4,  -0.007, -0.003, -0.022, 5,  24.720,  4.680, 10.560, 3 
 302194.25304, 3,  -0.115,  0.411,  9.787, 4,  -0.007, -0.005, -0.021, 5,  24.720,  4.680, 10.560, 3 
 302194.31299, 3,  -0.057,  0.406,  9.638, 4,  -0.006, -0.003, -0.021, 5,  24.660,  4.680, 10.560, 3 
 302194.37256, 3,  -0.086,  0.349,  9.782, 4,  -0.007, -0.003, -0.020, 5,  24.660,  4.680, 10.500, 3 
 302194.43263, 3,  -0.072,  0.382,  9.849, 4,  -0.007, -0.003, -0.022, 5,  24.660,  4.680, 10.500, 3 
 302194.49240, 3,  -0.110,  0.320,  9.715, 4,  -0.005, -0.005, -0.022, 5,  24.660,  4.680, 10.500, 3 
 302194.55257, 3,  -0.124,  0.382,  9.758, 4,  -0.006, -0.004, -0.021, 5,  24.720,  4.680, 10.500, 3 
 302194.61225, 3,  -0.187,  0.349,  9.720, 4,  -0.007, -0.006, -0.021, 5,  24.720,  4.680, 10.440, 3 
 302194.67212, 3,  -0.153,  0.387,  9.581, 4,  -0.009, -0.005, -0.022, 5,  24.660,  4.680, 10.440, 3 
 302194.73173, 3,  -0.101,  0.382,  9.667, 4,  -0.006, -0.004, -0.021, 5,  24.660,  4.680, 10.380, 3 
 302194.79190, 3,  -0.067,  0.397,  9.638, 4,  -0.007, -0.003, -0.022, 5,  24.660,  4.680, 10.320, 3 
 302194.85190, 3,  -0.144,  0.363,  9.753, 4,  -0.007, -0.006, -0.021, 5,  24.660,  4.680, 10.260, 3 
 302194.91161, 3,  -0.053,  0.493,  9.854, 4,  -0.007, -0.006, -0.021, 5,  24.660,  4.680, 10.200, 3 
 302194.97120, 3,  -0.163,  0.392,  9.753, 4,  -0.007, -0.004, -0.021, 5,  24.660,  4.680, 10.200, 3 
 302195.03159, 3,  -0.134,  0.382,  9.739, 4,  -0.008, -0.006, -0.021, 5,  24.660,  4.680, 10.140, 3 
 302195.09097, 3,  -0.096,  0.440,  9.820, 4,  -0.007, -0.004, -0.021, 5,  24.660,  4.740, 10.080, 3 
 302195.15121, 3,  -0.091,  0.363,  9.753, 4,  -0.007, -0.004, -0.021, 5,  24.660,  4.740, 10.020, 3 
 302195.21121, 3,  -0.139,  0.277,  9.768, 4,  -0.007, -0.004, -0.022, 5,  24.660,  4.740, 10.020, 3 
 302195.27067, 3,  -0.081,  0.368,  9.768, 4,  -0.006, -0.006, -0.021, 5,  24.660,  4.740,  9.960, 3 
 302195.33077, 3,  -0.110,  0.363,  9.705, 4,  -0.007, -0.003, -0.019, 5,  24.660,  4.740,  9.900, 3 
 302195.39070, 3,  -0.043,  0.382,  9.739, 4,  -0.007, -0.004, -0.020, 5,  24.660,  4.740,  9.900, 3 
 302195.45059, 3,  -0.057,  0.373,  9.768, 4,  -0.007, -0.004, -0.021, 5,  24.660,  4.740,  9.840, 3 
 302195.51031, 3,  -0.101,  0.421,  9.844, 4,  -0.007, -0.003, -0.021, 5,  24.660,  4.740,  9.840, 3 
 302195.56999, 3,  -0.077,  0.430,  9.806, 4,  -0.007, -0.004, -0.021, 5,  24.660,  4.740,  9.780, 3 
 302195.63014, 3,  -0.139,  0.373,  9.844, 4,  -0.007, -0.003, -0.021, 5,  24.660,  4.740,  9.780, 3 
 302195.69003, 3,  -0.129,  0.435,  9.648, 4,  -0.008, -0.005, -0.022, 5,  24.660,  4.740,  9.780, 3 
 302195.74979, 3,  -0.091,  0.363,  9.782, 4,  -0.008, -0.002, -0.022, 5,  24.660,  4.740,  9.780, 3 
 302195.80975, 3,  -0.086,  0.363,  9.777, 4,  -0.006, -0.005, -0.020, 5,  24.660,  4.740,  9.780, 3 
 302195.86925, 3,  -0.115,  0.359,  9.720, 4,  -0.009, -0.005, -0.022, 5,  24.660,  4.740,  9.780, 3 
 302195.92906, 3,  -0.139,  0.349,  9.677, 4,  -0.009, -0.004, -0.021, 5,  24.660,  4.740,  9.780, 3 
 302195.98929, 3,  -0.134,  0.301,  9.758, 4,  -0.006, -0.004, -0.020, 5,  24.720,  4.800,  9.780, 3 
 302196.04910, 3,  -0.096,  0.363,  9.701, 4,  -0.008, -0.004, -0.022, 5,  24.720,  4.800,  9.780, 3 
 302196.10852, 3,  -0.105,  0.435,  9.658, 4,  -0.009, -0.004, -0.022, 5,  24.780,  4.800,  9.840, 3 
 302196.16820, 3,  -0.057,  0.363,  9.763, 4,  -0.009, -0.006, -0.020, 5,  24.780,  4.800,  9.840, 3 
 302206.28433, 3,  -0.072,  0.397,  9.787, 4,  -0.008, -0.005, -0.020, 5,  24.840,  4.500, 10.260, 3 
 302206.34434, 3,  -0.053,  0.402,  9.782, 4,  -0.008, -0.006, -0.022, 5,  24.840,  4.440, 10.200, 3 
 302206.40450, 3,  -0.110,  0.435,  9.787, 4,  -0.007, -0.005, -0.022, 5,  24.840,  4.380, 10.200, 3 
 302206.46429, 3,  -0.153,  0.440,  9.576, 4,  -0.006, -0.003, -0.020, 5,  24.840,  4.380, 10.200, 3 
 302206.52395, 3,  -0.091,  0.363,  9.931, 4,  -0.008, -0.003, -0.020, 5,  24.780,  4.320, 10.140, 3 
 302206.58368, 3,  -0.163,  0.363,  9.634, 4,  -0.007, -0.004, -0.021, 5,  24.780,  4.320, 10.140, 3 
 302206.64391, 3,  -0.139,  0.335,  9.868, 4,  -0.008, -0.004, -0.023, 5,  24.780,  4.260, 10.140, 3 
 302206.70327, 3,  -0.057,  0.397,  9.691, 4,  -0.007, -0.005, -0.021, 5,  24.780,  4.260, 10.140, 3 
 302206.76329, 3,  -0.105,  0.330,  9.825, 4,  -0.007, -0.004, -0.022, 5,  24.780,  4.320, 10.140, 3 
 302206.82332, 3,  -0.091,  0.382,  9.734, 4,  -0.006, -0.005, -0.021, 5,  24.780,  4.320, 10.140, 3 
 302206.88335, 3,  -0.081,  0.315,  9.753, 4,  -0.007, -0.005, -0.021, 5,  24.780,  4.380, 10.140, 3 
 302206.94558, 3,  -0.081,  0.392,  9.768, 4,  -0.007, -0.004, -0.020, 5,  24.720,  4.380, 10.140, 3 
 302207.00281, 3,  -0.120,  0.416,  9.749, 4,  -0.007, -0.002, -0.021, 5,  24.720,  4.380, 10.200, 3 
 302207.06251, 3,  -0.105,  0.416,  9.691, 4,  -0.009, -0.007, -0.020, 5,  24.720,  4.440, 10.200, 3 
 302207.12282, 3,  -0.110,  0.397,  9.873, 4,  -0.009, -0.003, -0.022, 5,  24.660,  4.440, 10.200, 3 
 302207.18234, 3,  -0.110,  0.359,  9.696, 4,  -0.006, -0.006, -0.021, 5,  24.660,  4.500, 10.200, 3 
 302207.24245, 3,  -0.077,  0.349,  9.796, 4,  -0.007, -0.005, -0.021, 5,  24.660,  4.440, 10.200, 3 
 302207.30194, 3,  -0.077,  0.344,  9.715, 4,  -0.007, -0.006, -0.021, 5,  24.660,  4.440, 10.260, 3 
 302207.36189, 3,  -0.081,  0.411,  9.816, 4,  -0.009, -0.005, -0.022, 5,  24.600,  4.440, 10.260, 3 
 302207.42195, 3,  -0.081,  0.397,  9.672, 4,  -0.005, -0.003, -0.022, 5,  24.600,  4.440, 10.260, 3 
 302207.48162, 3,  -0.057,  0.349,  9.835, 4,  -0.009, -0.003, -0.021, 5,  24.600,  4.440, 10.260, 3 
 302207.54131, 3,  -0.057,  0.373,  9.883, 4,  -0.007, -0.003, -0.022, 5,  24.600,  4.500, 10.260, 3 
 302207.60131, 3,  -0.163,  0.416,  9.873, 4,  -0.006, -0.004, -0.021, 5,  24.600,  4.500, 10.260, 3 
 302207.66112, 3,  -0.034,  0.363,  9.691, 4,  -0.006, -0.003, -0.020, 5,  24.600,  4.500, 10.260, 3 
 302207.72145, 3,  -0.139,  0.339,  9.581, 4,  -0.008, -0.004, -0.021, 5,  24.600,  4.500, 10.260, 3 
 302207.78120, 3,  -0.081,  0.397,  9.643, 4,  -0.007, -0.005, -0.022, 5,  24.600,  4.500, 10.260, 3 
 302207.84102, 3,  -0.110,  0.373,  9.792, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.500, 10.260, 3 
 302207.90061, 3,  -0.096,  0.478,  9.749, 4,  -0.006, -0.005, -0.020, 5,  24.600,  4.500, 10.260, 3 
 302207.96020, 3,  -0.024,  0.339,  9.840, 4,  -0.006, -0.004, -0.020, 5,  24.600,  4.500, 10.260, 3 
 302208.02033, 3,  -0.014,  0.421,  9.926, 4,  -0.008, -0.003, -0.021, 5,  24.600,  4.500, 10.260, 3 
 302208.07978, 3,  -0.043,  0.397,  9.729, 4,  -0.006, -0.005, -0.021, 5,  24.600,  4.500, 10.260, 3 
 302208.13979, 3,  -0.139,  0.406,  9.835, 4,  -0.007, -0.005, -0.022, 5,  24.600,  4.560, 10.260, 3 
 302208.20019, 3,  -0.096,  0.344,  9.667, 4,  -0.008, -0.004, -0.021, 5,  24.600,  4.560, 10.260, 3 
 302208.25972, 3,  -0.019,  0.359,  9.796, 4,  -0.006, -0.005, -0.021, 5,  24.600,  4.560, 10.200, 3 
 302208.31990, 3,  -0.115,  0.402,  9.729, 4,  -0.007, -0.004, -0.020, 5,  24.600,  4.560, 10.200, 3 
 302208.37975, 3,  -0.057,  0.339,  9.792, 4,  -0.008, -0.003, -0.022, 5,  24.600,  4.560, 10.200, 3 
 302208.43957, 3,  -0.014,  0.363,  9.686, 4,  -0.009, -0.004, -0.020, 5,  24.600,  4.560, 10.200, 3 
 302208.49943, 3,  -0.153,  0.354,  9.844, 4,  -0.007, -0.004, -0.021, 5,  24.600,  4.560, 10.200, 3 
 302208.55905, 3,  -0.096,  0.402,  9.753, 4,  -0.008, -0.004, -0.020, 5,  24.600,  4.560, 10.200, 3 
 302208.61886, 3,  -0.081,  0.411,  9.816, 4,  -0.007, -0.005, -0.022, 5,  24.600,  4.560, 10.200, 3 
 302208.67903, 3,  -0.105,  0.359,  9.792, 4,  -0.008, -0.002, -0.021, 5,  24.600,  4.560, 10.200, 3 
 302208.73886, 3,  -0.019,  0.382,  9.792, 4,  -0.008, -0.005, -0.021, 5,  24.600,  4.500, 10.140, 3 
 302208.79877, 3,  -0.124,  0.406,  9.777, 4,  -0.008, -0.002, -0.022, 5,  24.600,  4.500, 10.140, 3 
 302208.85802, 3,  -0.086,  0.435,  9.758, 4,  -0.007, -0.002, -0.021, 5,  24.600,  4.500, 10.140, 3 
 302208.91798, 3,  -0.096,  0.392,  9.753, 4,  -0.008, -0.005, -0.022, 5,  24.600,  4.560, 10.140, 3 
 302208.97808, 3,  -0.067,  0.359,  9.581, 4,  -0.006, -0.003, -0.022, 5,  24.600,  4.560, 10.080, 3 
 302209.03806, 3,  -0.072,  0.411,  9.739, 4,  -0.008, -0.003, -0.021, 5,  24.540,  4.560, 10.080, 3 
 302209.09751, 3,  -0.091,  0.454,  9.734, 4,  -0.005, -0.004, -0.021, 5,  24.540,  4.560, 10.080, 3 
 302209.15760, 3,  -0.172,  0.373,  9.840, 4,  -0.006, -0.007, -0.022, 5,  24.540,  4.560, 10.080, 3 
 302209.21738, 3,  -0.139,  0.392,  9.729, 4,  -0.009, -0.005, -0.021, 5,  24.540,  4.560, 10.140, 3 
 302209.27711, 3,  -0.168,  0.354,  9.868, 4,  -0.009, -0.006, -0.021, 5,  24.600,  4.560, 10.200, 3 
 302209.33744, 3,  -0.120,  0.368,  9.691, 4,  -0.007, -0.004, -0.021, 5,  24.600,  4.560, 10.200, 3 
 302209.39679, 3,  -0.029,  0.406,  9.782, 4,  -0.007, -0.005, -0.021, 5,  24.660,  4.560, 10.260, 3 
 302209.45666, 3,  -0.144,  0.382,  9.667, 4,  -0.006, -0.005, -0.023, 5,  24.660,  4.560, 10.320, 3 
 302209.51651, 3,  -0.053,  0.421,  9.734, 4,  -0.006, -0.004, -0.021, 5,  24.720,  4.560, 10.320, 3 
 302209.57643, 3,  -0.144,  0.421,  9.820, 4,  -0.006, -0.004, -0.022, 5,  24.780,  4.560, 10.380, 3 
 302209.63680, 3,  -0.153,  0.406,  9.739, 4,  -0.007, -0.004, -0.021, 5,  24.780,  4.560, 10.380, 3 
 302209.69609, 3,   0.000,  0.411,  9.768, 4,  -0.007, -0.005, -0.022, 5,  24.840,  4.560, 10.440, 3 
 302209.75607, 3,  -0.072,  0.311,  9.658, 4,  -0.007, -0.004, -0.021, 5,  24.840,  4.620, 10.500, 3 
 302209.81611, 3,  -0.110,  0.344,  9.701, 4,  -0.007, -0.004, -0.022, 5,  24.900,  4.620, 10.500, 3 
 302209.87566, 3,  -0.101,  0.387,  9.729, 4,  -0.007, -0.005, -0.022, 5,  24.960,  4.620, 10.560, 3 
 302209.93602, 3,  -0.096,  0.459,  9.811, 4,  -0.009, -0.005, -0.021, 5,  25.020,  4.620, 10.560, 3 
 302209.99573, 3,  -0.057,  0.397,  9.705, 4,  -0.006, -0.004, -0.021, 5,  25.020,  4.620, 10.620, 3 
 302210.05552, 3,  -0.110,  0.282,  9.806, 4,  -0.006, -0.005, -0.021, 5,  25.080,  4.620, 10.620, 3 
 302210.11554, 3,  -0.057,  0.416,  9.729, 4,  -0.008, -0.005, -0.022, 5,  25.080,  4.620, 10.620, 3 
 302210.17553, 3,  -0.172,  0.402,  9.806, 4,  -0.008, -0.004, -0.021, 5,  25.140,  4.620, 10.560, 3 
 302210.23554, 3,  -0.158,  0.301,  9.715, 4,  -0.007, -0.007, -0.021, 5,  25.140,  4.620, 10.560, 3 
 302210.29503, 3,  -0.086,  0.339,  9.691, 4,  -0.008, -0.006, -0.021, 5,  25.140,  4.620, 10.500, 3 
 302210.35479, 3,  -0.086,  0.315,  9.749, 4,  -0.008, -0.006, -0.022, 5,  25.140,  4.620, 10.440, 3 
 302210.41488, 3,  -0.134,  0.335,  9.768, 4,  -0.007, -0.004, -0.020, 5,  25.080,  4.620, 10.440, 3 
 302210.47475, 3,  -0.043,  0.354,  9.777, 4,  -0.008, -0.004, -0.021, 5,  25.080,  4.620, 10.380, 3 
 302210.53458, 3,  -0.048,  0.406,  9.820, 4,  -0.007, -0.004, -0.022, 5,  25.080,  4.620, 10.380, 3 
 302210.59395, 3,  -0.110,  0.359,  9.849, 4,  -0.006, -0.005, -0.021, 5,  25.080,  4.620, 10.320, 3 
 302210.65380, 3,  -0.129,  0.464,  9.763, 4,  -0.007, -0.004, -0.021, 5,  25.080,  4.620, 10.320, 3 
 302210.71410, 3,  -0.072,  0.320,  9.696, 4,  -0.006, -0.006, -0.021, 5,  25.080,  4.620, 10.260, 3 
 302210.77391, 3,  -0.115,  0.397,  9.849, 4,  -0.006, -0.004, -0.020, 5,  25.020,  4.620, 10.260, 3 
 302210.83387, 3,  -0.062,  0.406,  9.705, 4,  -0.007, -0.004, -0.022, 5,  25.020,  4.560, 10.260, 3 
 302210.89335, 3,  -0.101,  0.454,  9.763, 4,  -0.006, -0.004, -0.021, 5,  25.020,  4.560, 10.260, 3 
 302210.95361, 3,  -0.072,  0.344,  9.777, 4,  -0.006, -0.003, -0.020, 5,  25.020,  4.560, 10.260, 3 
 302211.01349, 3,  -0.105,  0.354,  9.796, 4,  -0.006, -0.003, -0.023, 5,  25.020,  4.560, 10.260, 3 
 302211.07283, 3,  -0.086,  0.382,  9.705, 4,  -0.006, -0.005, -0.021, 5,  25.020,  4.500, 10.260, 3 
 302211.13262, 3,  -0.120,  0.382,  9.758, 4,  -0.006, -0.003, -0.021, 5,  25.020,  4.500, 10.260, 3 
 302211.19306, 3,  -0.129,  0.258,  9.868, 4,  -0.008, -0.007, -0.020, 5,  25.020,  4.500, 10.320, 3 
 302211.25263, 3,  -0.120,  0.344,  9.753, 4,  -0.008, -0.005, -0.021, 5,  25.020,  4.500, 10.320, 3 
 302211.31268, 3,  -0.067,  0.411,  9.615, 4,  -0.007, -0.005, -0.020, 5,  25.020,  4.440, 10.320, 3 
 302211.37264, 3,  -0.134,  0.426,  9.811, 4,  -0.009, -0.004, -0.022, 5,  25.020,  4.440, 10.320, 3 
 302211.43245, 3,  -0.158,  0.397,  9.768, 4,  -0.006, -0.006, -0.021, 5,  25.020,  4.440, 10.320, 3 
 302211.49248, 3,  -0.043,  0.411,  9.729, 4,  -0.007, -0.003, -0.022, 5,  25.020,  4.380, 10.320, 3 
 302211.55217, 3,  -0.072,  0.339,  9.873, 4,  -0.007, -0.005, -0.022, 5,  25.020,  4.380, 10.320, 3 
 302211.61202, 3,  -0.057,  0.430,  9.734, 4,  -0.007, -0.006, -0.021, 5,  25.020,  4.380, 10.320, 3 
 302211.67139, 3,  -0.048,  0.349,  9.696, 4,  -0.006, -0.003, -0.023, 5,  25.080,  4.380, 10.320, 3 
 302211.73167, 3,  -0.129,  0.373,  9.677, 4,  -0.006, -0.006, -0.020, 5,  25.080,  4.380, 10.320, 3 
 302211.79175, 3,  -0.081,  0.368,  9.705, 4,  -0.007, -0.003, -0.022, 5,  25.080,  4.380, 10.320, 3 
 302211.85118, 3,  -0.153,  0.426,  9.825, 4,  -0.007, -0.003, -0.021, 5,  25.140,  4.380, 10.260, 3 
 302211.91134, 3,  -0.081,  0.339,  9.696, 4,  -0.007, -0.005, -0.019, 5,  25.140,  4.380, 10.260, 3 
 302211.97122, 3,  -0.086,  0.430,  9.926, 4,  -0.007, -0.005, -0.021, 5,  25.140,  4.380, 10.260, 3 
 302212.03102, 3,  -0.110,  0.406,  9.619, 4,  -0.007, -0.004, -0.020, 5,  25.140,  4.380, 10.260, 3 
 302212.09036, 3,  -0.148,  0.397,  9.734, 4,  -0.007, -0.004, -0.021, 5,  25.200,  4.380, 10.260, 3 
 302212.15041, 3,  -0.086,  0.363,  9.749, 4,  -0.009, -0.006, -0.021, 5,  25.200,  4.440, 10.260, 3 
 302212.21055, 3,  -0.057,  0.349,  9.811, 4,  -0.007, -0.003, -0.019, 5,  25.200,  4.440, 10.260, 3 
 302212.27053, 3,  -0.091,  0.349,  9.720, 4,  -0.006, -0.003, -0.022, 5,  25.200,  4.440, 10.260, 3 
 302212.33037, 3,  -0.086,  0.354,  9.734, 4,  -0.006, -0.003, -0.020, 5,  25.200,  4.440, 10.260, 3 
 302212.39026, 3,  -0.077,  0.263,  9.768, 4,  -0.008, -0.006, -0.022, 5,  25.140,  4.440, 10.260, 3 
 302212.44970, 3,  -0.053,  0.363,  9.629, 4,  -0.007, -0.004, -0.021, 5,  25.140,  4.440, 10.260, 3 
 302212.50947, 3,  -0.115,  0.402,  9.734, 4,  -0.007, -0.005, -0.021, 5,  25.080,  4.440, 10.260, 3 
 302212.56967, 3,  -0.101,  0.445,  9.691, 4,  -0.007, -0.005, -0.022, 5,  25.020,  4.440, 10.260, 3 
 302212.62960, 3,  -0.077,  0.387,  9.844, 4,  -0.009, -0.005, -0.021, 5,  24.960,  4.440, 10.260, 3 
 302212.68931, 3,  -0.086,  0.435,  9.729, 4,  -0.008, -0.002, -0.021, 5,  24.900,  4.440, 10.260, 3 
 302212.74894, 3,  -0.048,  0.402,  9.686, 4,  -0.006, -0.005, -0.020, 5,  24.840,  4.440, 10.260, 3 
 302212.80924, 3,  -0.038,  0.349,  9.691, 4,  -0.006, -0.003, -0.022, 5,  24.840,  4.440, 10.260, 3 
 302212.86912, 3,  -0.177,  0.411,  9.739, 4,  -0.006, -0.005, -0.021, 5,  24.780,  4.440, 10.260, 3 
 302212.92861, 3,  -0.057,  0.359,  9.648, 4,  -0.008, -0.004, -0.021, 5,  24.720,  4.440, 10.260, 3 
 302212.98860, 3,  -0.057,  0.416,  9.662, 4,  -0.006, -0.005, -0.022, 5,  24.660,  4.440, 10.320, 3 
 302213.04814, 3,  -0.077,  0.445,  9.758, 4,  -0.007, -0.005, -0.023, 5,  24.600,  4.500, 10.320, 3 
 302213.10822, 3,   0.000,  0.426,  9.768, 4,  -0.009, -0.004, -0.022, 5,  24.600,  4.500, 10.320, 3 
 302213.16772, 3,  -0.062,  0.368,  9.739, 4,  -0.007, -0.004, -0.021, 5,  24.540,  4.500, 10.320, 3 
 302213.22767, 3,  -0.120,  0.416,  9.935, 4,  -0.007, -0.006, -0.022, 5,  24.540,  4.500, 10.380, 3 
 302213.28784, 3,  -0.057,  0.344,  9.667, 4,  -0.007, -0.006, -0.022, 5,  24.480,  4.500, 10.380, 3 
 302213.34755, 3,  -0.077,  0.373,  9.777, 4,  -0.005, -0.005, -0.022, 5,  24.540,  4.500, 10.380, 3 
 302213.40722, 3,  -0.091,  0.382,  9.696, 4,  -0.006, -0.004, -0.021, 5,  24.540,  4.500, 10.440, 3 
 302213.46723, 3,  -0.057,  0.382,  9.705, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.500, 10.500, 3 
 302213.52695, 3,  -0.053,  0.387,  9.825, 4,  -0.007, -0.004, -0.021, 5,  24.600,  4.500, 10.500, 3 
 302213.58705, 3,  -0.096,  0.397,  9.844, 4,  -0.007, -0.004, -0.021, 5,  24.600,  4.500, 10.500, 3 
 302213.64683, 3,  -0.053,  0.363,  9.701, 4,  -0.008, -0.005, -0.020, 5,  24.660,  4.500, 10.560, 3 
 302213.70692, 3,  -0.148,  0.397,  9.753, 4,  -0.006, -0.005, -0.022, 5,  24.660,  4.500, 10.560, 3 
 302213.76639, 3,  -0.086,  0.421,  9.715, 4,  -0.008, -0.005, -0.022, 5,  24.660,  4.560, 10.560, 3 
 302213.82624, 3,  -0.105,  0.397,  9.648, 4,  -0.007, -0.004, -0.022, 5,  24.720,  4.560, 10.620, 3 
