time,sensor,x,y,z,sensor,x,y,z,sensor,x,y,z,activity
 302232.68176, 3,  -0.057,  0.354,  9.672, 4,  -0.008, -0.005, -0.020, 5,  24.480,  5.220, 10.680, 4 
 302232.74146, 3,  -0.158,  0.392,  9.758, 4,  -0.005, -0.005, -0.022, 5,  24.480,  5.160, 10.680, 4 
 302232.80159, 3,  -0.105,  0.382,  9.811, 4,  -0.007, -0.004, -0.022, 5,  24.480,  5.160, 10.740, 4 
 302232.86122, 3,  -0.124,  0.349,  9.811, 4,  -0.008, -0.004, -0.022, 5,  24.420,  5.100, 10.740, 4 
 302232.92097, 3,  -0.091,  0.411,  9.667, 4,  -0.007, -0.005, -0.021, 5,  24.420,  5.040, 10.740, 4 
 302232.98123, 3,  -0.124,  0.421,  9.725, 4,  -0.007, -0.005, -0.022, 5,  24.420,  4.980, 10.740, 4 
 302233.04077, 3,  -0.139,  0.382,  9.705, 4,  -0.007, -0.004, -0.021, 5,  24.420,  4.920, 10.740, 4 
 302233.10082, 3,  -0.053,  0.397,  9.662, 4,  -0.007, -0.004, -0.021, 5,  24.480,  4.860, 10.740, 4 
 302233.16049, 3,  -0.091,  0.373,  9.715, 4,  -0.006, -0.003, -0.021, 5,  24.480,  4.860, 10.740, 4 
 302233.22027, 3,  -0.057,  0.330,  9.648, 4,  -0.008, -0.004, -0.021, 5,  24.480,  4.800, 10.740, 4 
 302233.28040, 3,  -0.120,  0.459,  9.907, 4,  -0.007, -0.005, -0.020, 5,  24.480,  4.740, 10.740, 4 
 302233.34002, 3,  -0.153,  0.392, 10.007, 4,  -0.006, -0.003, -0.021, 5,  24.480,  4.680, 10.740, 4 
 302233.40016, 3,  -0.139,  0.320,  9.820, 4,  -0.008, -0.003, -0.022, 5,  24.540,  4.620, 10.740, 4 
 302233.46006, 3,  -0.019,  0.373,  9.887, 4,  -0.009, -0.004, -0.021, 5,  24.540,  4.620, 10.740, 4 
 302233.51981, 3,  -0.043,  0.363,  9.696, 4,  -0.007, -0.004, -0.021, 5,  24.540,  4.560, 10.740, 4 
 302233.57914, 3,  -0.105,  0.402,  9.792, 4,  -0.006, -0.006, -0.022, 5,  24.600,  4.500, 10.740, 4 
 302233.63905, 3,  -0.086,  0.335,  9.763, 4,  -0.009, -0.005, -0.022, 5,  24.600,  4.500, 10.740, 4 
 302233.69924, 3,  -0.105,  0.397,  9.916, 4,  -0.008, -0.006, -0.021, 5,  24.600,  4.440, 10.680, 4 
 302233.75940, 3,  -0.211,  0.421,  9.720, 4,  -0.006, -0.002, -0.021, 5,  24.600,  4.380, 10.680, 4 
 302233.81912, 3,  -0.077,  0.349,  9.619, 4,  -0.008, -0.003, -0.020, 5,  24.600,  4.380, 10.680, 4 
 302233.87858, 3,  -0.110,  0.368,  9.610, 4,  -0.008, -0.005, -0.021, 5,  24.600,  4.320, 10.680, 4 
 302233.93855, 3,  -0.062,  0.406,  9.686, 4,  -0.008, -0.004, -0.021, 5,  24.600,  4.320, 10.680, 4 
 302233.99823, 3,  -0.105,  0.354,  9.816, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.320, 10.680, 4 
 302234.05833, 3,  -0.086,  0.426,  9.739, 4,  -0.007, -0.005, -0.020, 5,  24.600,  4.320, 10.680, 4 
 302234.11786, 3,  -0.043,  0.382,  9.729, 4,  -0.006, -0.003, -0.022, 5,  24.600,  4.260, 10.620, 4 
 302234.17826, 3,  -0.077,  0.354,  9.782, 4,  -0.009, -0.006, -0.022, 5,  24.600,  4.260, 10.620, 4 
 302234.23766, 3,  -0.144,  0.402,  9.729, 4,  -0.006, -0.004, -0.021, 5,  24.600,  4.320, 10.620, 4 
 302234.29801, 3,  -0.115,  0.392,  9.849, 4,  -0.009, -0.006, -0.021, 5,  24.600,  4.320, 10.620, 4 
 302234.35744, 3,  -0.043,  0.397,  9.729, 4,  -0.007, -0.003, -0.021, 5,  24.600,  4.320, 10.620, 4 
 302234.41770, 3,  -0.115,  0.459,  9.720, 4,  -0.008, -0.004, -0.021, 5,  24.600,  4.320, 10.560, 4 
 302234.47761, 3,  -0.057,  0.440,  9.864, 4,  -0.008, -0.002, -0.021, 5,  24.600,  4.320, 10.560, 4 
 302234.53679, 3,  -0.077,  0.325,  9.758, 4,  -0.007, -0.005, -0.022, 5,  24.600,  4.320, 10.560, 4 
 302234.59682, 3,  -0.057,  0.320,  9.763, 4,  -0.006, -0.005, -0.022, 5,  24.600,  4.320, 10.500, 4 
 302234.65668, 3,  -0.105,  0.426,  9.658, 4,  -0.007, -0.004, -0.022, 5,  24.600,  4.320, 10.500, 4 
 302234.71670, 3,  -0.124,  0.454,  9.715, 4,  -0.006, -0.004, -0.022, 5,  24.600,  4.320, 10.440, 4 
 302234.77628, 3,  -0.072,  0.330,  9.662, 4,  -0.006, -0.005, -0.021, 5,  24.600,  4.380, 10.380, 4 
 302234.83619, 3,  -0.153,  0.483,  9.667, 4,  -0.008, -0.003, -0.021, 5,  24.600,  4.380, 10.380, 4 
 302234.89605, 3,   0.000,  0.397,  9.638, 4,  -0.008, -0.004, -0.022, 5,  24.600,  4.440, 10.320, 4 
 302234.95638, 3,  -0.086,  0.363,  9.763, 4,  -0.006, -0.004, -0.021, 5,  24.600,  4.440, 10.320, 4 
 302235.01577, 3,  -0.057,  0.387,  9.720, 4,  -0.007, -0.004, -0.021, 5,  24.660,  4.500, 10.260, 4 
 302235.07605, 3,  -0.091,  0.359,  9.686, 4,  -0.008, -0.004, -0.021, 5,  24.660,  4.500, 10.260, 4 
 302235.13585, 3,  -0.038,  0.363,  9.672, 4,  -0.008, -0.003, -0.020, 5,  24.660,  4.500, 10.200, 4 
 302235.19579, 3,  -0.043,  0.359,  9.667, 4,  -0.008, -0.004, -0.022, 5,  24.660,  4.500, 10.200, 4 
 302235.25549, 3,  -0.096,  0.402,  9.758, 4,  -0.007, -0.006, -0.021, 5,  24.720,  4.560, 10.140, 4 
 302235.31546, 3,  -0.067,  0.315,  9.677, 4,  -0.006, -0.004, -0.021, 5,  24.720,  4.560, 10.140, 4 
 302235.37537, 3,  -0.110,  0.406,  9.686, 4,  -0.008, -0.004, -0.021, 5,  24.780,  4.560, 10.140, 4 
 302235.43534, 3,  -0.048,  0.330,  9.667, 4,  -0.007, -0.004, -0.022, 5,  24.780,  4.560, 10.080, 4 
 302235.49518, 3,  -0.057,  0.454,  9.643, 4,  -0.007, -0.005, -0.023, 5,  24.780,  4.560, 10.080, 4 
 302235.55478, 3,  -0.153,  0.359,  9.792, 4,  -0.007, -0.004, -0.022, 5,  24.780,  4.560, 10.080, 4 
 302235.61457, 3,  -0.086,  0.368,  9.868, 4,  -0.009, -0.006, -0.021, 5,  24.840,  4.620, 10.080, 4 
 302235.67462, 3,  -0.072,  0.344,  9.811, 4,  -0.006, -0.005, -0.021, 5,  24.840,  4.620, 10.080, 4 
 302235.73460, 3,  -0.081,  0.320,  9.825, 4,  -0.007, -0.005, -0.022, 5,  24.900,  4.620, 10.080, 4 
 302235.79437, 3,  -0.077,  0.368,  9.753, 4,  -0.008, -0.006, -0.022, 5,  24.960,  4.620, 10.140, 4 
 302235.85404, 3,  -0.105,  0.349,  9.691, 4,  -0.007, -0.004, -0.021, 5,  24.960,  4.620, 10.140, 4 
 302235.91389, 3,  -0.110,  0.359,  9.662, 4,  -0.006, -0.004, -0.023, 5,  25.020,  4.620, 10.140, 4 
 302235.97379, 3,  -0.062,  0.387,  9.715, 4,  -0.007, -0.004, -0.022, 5,  25.080,  4.620, 10.200, 4 
 302236.03391, 3,  -0.110,  0.392,  9.686, 4,  -0.009, -0.005, -0.020, 5,  25.080,  4.620, 10.260, 4 
 302236.09370, 3,  -0.105,  0.330,  9.816, 4,  -0.008, -0.005, -0.021, 5,  25.140,  4.620, 10.260, 4 
 302236.15364, 3,  -0.124,  0.315,  9.734, 4,  -0.007, -0.005, -0.022, 5,  25.140,  4.620, 10.320, 4 
 302236.21298, 3,  -0.081,  0.368,  9.959, 4,  -0.007, -0.006, -0.021, 5,  25.200,  4.680, 10.380, 4 
 302236.27323, 3,  -0.077,  0.430,  9.729, 4,  -0.006, -0.002, -0.021, 5,  25.200,  4.680, 10.380, 4 
 302236.33322, 3,  -0.062,  0.397,  9.739, 4,  -0.007, -0.004, -0.022, 5,  25.200,  4.680, 10.440, 4 
 302236.39295, 3,  -0.057,  0.435,  9.792, 4,  -0.009, -0.003, -0.021, 5,  25.200,  4.680, 10.500, 4 
 302236.45292, 3,  -0.091,  0.411,  9.629, 4,  -0.007, -0.003, -0.020, 5,  25.140,  4.740, 10.500, 4 
 302236.51259, 3,  -0.062,  0.397,  9.763, 4,  -0.008, -0.005, -0.021, 5,  25.140,  4.740, 10.560, 4 
 302236.57235, 3,  -0.057,  0.392,  9.768, 4,  -0.008, -0.004, -0.022, 5,  25.140,  4.740, 10.620, 4 
 302236.63246, 3,  -0.115,  0.397,  9.782, 4,  -0.006, -0.003, -0.019, 5,  25.140,  4.740, 10.680, 4 
 302236.69217, 3,  -0.043,  0.397,  9.643, 4,  -0.007, -0.007, -0.022, 5,  25.080,  4.800, 10.680, 4 
 302236.75190, 3,  -0.144,  0.368,  9.720, 4,  -0.008, -0.005, -0.021, 5,  25.020,  4.800, 10.680, 4 
 302236.81172, 3,  -0.139,  0.440,  9.873, 4,  -0.005, -0.003, -0.020, 5,  24.960,  4.800, 10.740, 4 
 302236.87193, 3,  -0.057,  0.440,  9.610, 4,  -0.007, -0.004, -0.022, 5,  24.960,  4.800, 10.740, 4 
 302236.93176, 3,  -0.043,  0.363,  9.763, 4,  -0.007, -0.003, -0.021, 5,  24.900,  4.800, 10.740, 4 
 302236.99161, 3,  -0.091,  0.397,  9.796, 4,  -0.006, -0.004, -0.021, 5,  24.840,  4.800, 10.740, 4 
 302237.05129, 3,  -0.091,  0.430,  9.739, 4,  -0.009, -0.003, -0.022, 5,  24.840,  4.800, 10.740, 4 
 302237.11069, 3,  -0.043,  0.397,  9.749, 4,  -0.008, -0.003, -0.022, 5,  24.780,  4.800, 10.740, 4 
 302237.17119, 3,  -0.101,  0.478,  9.849, 4,  -0.007, -0.003, -0.022, 5,  24.720,  4.800, 10.740, 4 
 302237.23094, 3,  -0.057,  0.368,  9.806, 4,  -0.009, -0.006, -0.021, 5,  24.720,  4.800, 10.680, 4 
 302237.29087, 3,  -0.110,  0.368,  9.753, 4,  -0.007, -0.006, -0.021, 5,  24.720,  4.800, 10.680, 4 
 302237.35077, 3,  -0.115,  0.435,  9.806, 4,  -0.005, -0.005, -0.022, 5,  24.720,  4.800, 10.680, 4 
 302237.41033, 3,  -0.062,  0.382,  9.758, 4,  -0.008, -0.006, -0.021, 5,  24.720,  4.800, 10.680, 4 
 302237.47041, 3,  -0.124,  0.354,  9.758, 4,  -0.007, -0.004, -0.021, 5,  24.720,  4.800, 10.680, 4 
 302237.53031, 3,  -0.024,  0.483,  9.864, 4,  -0.010, -0.005, -0.020, 5,  24.720,  4.740, 10.680, 4 
 302237.59016, 3,  -0.115,  0.277,  9.720, 4,  -0.007, -0.005, -0.021, 5,  24.720,  4.740, 10.680, 4 
 302237.64952, 3,  -0.096,  0.459,  9.787, 4,  -0.007, -0.005, -0.022, 5,  24.720,  4.740, 10.680, 4 
 302237.70931, 3,  -0.038,  0.287,  9.729, 4,  -0.006, -0.005, -0.022, 5,  24.720,  4.740, 10.680, 4 
 302237.76933, 3,  -0.105,  0.402,  9.648, 4,  -0.007, -0.004, -0.022, 5,  24.720,  4.740, 10.680, 4 
 302237.82937, 3,  -0.091,  0.363,  9.720, 4,  -0.006, -0.005, -0.022, 5,  24.720,  4.740, 10.680, 4 
 302237.88946, 3,  -0.091,  0.406,  9.777, 4,  -0.006, -0.006, -0.022, 5,  24.720,  4.680, 10.680, 4 
 302237.94884, 3,  -0.053,  0.335,  9.725, 4,  -0.008, -0.005, -0.020, 5,  24.720,  4.680, 10.680, 4 
 302238.00867, 3,  -0.115,  0.464,  9.725, 4,  -0.008, -0.005, -0.022, 5,  24.720,  4.680, 10.680, 4 
 302238.06846, 3,  -0.081,  0.373,  9.729, 4,  -0.008, -0.005, -0.021, 5,  24.720,  4.680, 10.740, 4 
 302238.12862, 3,  -0.048,  0.397,  9.658, 4,  -0.006, -0.004, -0.022, 5,  24.720,  4.680, 10.740, 4 
 302238.18825, 3,  -0.139,  0.311,  9.691, 4,  -0.009, -0.003, -0.019, 5,  24.720,  4.680, 10.740, 4 
 302238.24853, 3,  -0.067,  0.392,  9.720, 4,  -0.007, -0.004, -0.021, 5,  24.720,  4.680, 10.740, 4 
 302238.30843, 3,  -0.067,  0.349,  9.777, 4,  -0.006, -0.004, -0.022, 5,  24.720,  4.680, 10.740, 4 
 302238.36835, 3,  -0.115,  0.382,  9.696, 4,  -0.007, -0.005, -0.021, 5,  24.720,  4.680, 10.740, 4 
 302238.42771, 3,  -0.062,  0.330,  9.782, 4,  -0.008, -0.004, -0.021, 5,  24.720,  4.680, 10.740, 4 
 302238.48752, 3,  -0.091,  0.421,  9.782, 4,  -0.007, -0.004, -0.022, 5,  24.720,  4.680, 10.800, 4 
 302238.54800, 3,  -0.144,  0.416,  9.662, 4,  -0.007, -0.005, -0.021, 5,  24.720,  4.680, 10.800, 4 
 302238.60722, 3,  -0.091,  0.373,  9.873, 4,  -0.006, -0.004, -0.022, 5,  24.720,  4.680, 10.800, 4 
 302238.66694, 3,   0.010,  0.320,  9.648, 4,  -0.007, -0.004, -0.021, 5,  24.720,  4.680, 10.740, 4 
 302238.72699, 3,  -0.158,  0.440,  9.677, 4,  -0.007, -0.005, -0.022, 5,  24.720,  4.680, 10.740, 4 
 302238.78740, 3,  -0.105,  0.445,  9.840, 4,  -0.006, -0.004, -0.021, 5,  24.720,  4.620, 10.740, 4 
 302238.84666, 3,  -0.101,  0.335,  9.849, 4,  -0.006, -0.006, -0.022, 5,  24.660,  4.620, 10.740, 4 
