time,sensor,x,y,z,sensor,x,y,z,sensor,x,y,z,activity
 302453.79493, 3,   0.364,  4.946,  8.010, 4,   0.103, -0.855, -0.388, 5,  22.800,  7.320, 12.360, 1 
 302453.85449, 3,   0.158,  5.693,  7.407, 4,   0.369, -0.842, -0.928, 5,  23.100,  7.260, 12.540, 1 
 302453.91470, 3,  -1.015,  6.306,  7.958, 4,   0.244, -0.271, -0.910, 5,  23.400,  7.200, 12.720, 1 
 302453.97451, 3,   0.192,  5.396,  7.532, 4,  -0.264,  0.197, -0.492, 5,  23.640,  7.200, 12.840, 1 
 302454.03422, 3,   0.891,  5.080,  9.160, 4,  -0.674, -0.676,  0.387, 5,  23.820,  7.140, 12.960, 1 
 302454.09409, 3,  -0.067,  5.070,  8.561, 4,  -0.221,  0.326, -0.211, 5,  24.000,  7.140, 12.960, 1 
 302454.15396, 3,   0.469,  4.951,  8.135, 4,   0.255, -0.004, -0.120, 5,  24.180,  7.200, 12.960, 1 
 302454.21373, 3,   0.431,  4.366,  9.198, 4,  -0.287, -0.190,  0.023, 5,  24.360,  7.260, 12.840, 1 
 302454.27383, 3,   0.929,  4.587,  8.853, 4,  -0.210, -0.162,  0.144, 5,  24.480,  7.440, 12.660, 1 
 302454.33361, 3,  -0.407,  6.009,  7.575, 4,   1.053,  0.120, -0.503, 5,  24.660,  7.560, 12.480, 1 
 302454.39342, 3,  -0.757,  6.737,  6.861, 4,   1.218,  0.311, -0.651, 5,  24.780,  7.740, 12.180, 1 
 302454.45349, 3,  -0.618,  5.971,  7.752, 4,   0.266,  0.286, -0.127, 5,  24.900,  7.920, 11.940, 1 
 302454.51304, 3,  -0.603,  5.726,  8.106, 4,  -0.405,  0.560,  0.209, 5,  24.960,  8.220, 11.580, 1 
 302454.57318, 3,  -0.622,  6.243,  7.613, 4,  -0.112,  0.190,  0.286, 5,  25.080,  8.460, 11.340, 1 
 302454.63286, 3,  -0.575,  5.870,  7.824, 4,   0.089,  0.008,  0.061, 5,  25.140,  8.760, 11.040, 1 
 302454.69292, 3,  -0.148,  5.803,  7.498, 4,  -0.013, -0.274,  0.118, 5,  25.200,  9.060, 10.800, 1 
 302454.75285, 3,   0.062,  5.645,  7.814, 4,  -0.054, -0.171,  0.058, 5,  25.260,  9.360, 10.500, 1 
 302454.81246, 3,   0.048,  5.841,  8.106, 4,  -0.234, -0.201,  0.004, 5,  25.260,  9.720, 10.260, 1 
 302454.87256, 3,  -0.077,  5.597,  8.575, 4,  -0.351, -0.174, -0.155, 5,  25.260, 10.020, 10.020, 1 
 302454.93212, 3,  -0.005,  5.315,  8.465, 4,  -0.346, -0.340, -0.181, 5,  25.320, 10.320,  9.780, 1 
 302454.99219, 3,  -0.048,  5.511,  8.365, 4,  -0.044, -0.104, -0.074, 5,  25.260, 10.620,  9.540, 1 
 302455.05217, 3,   0.029,  5.473,  7.809, 4,   0.118, -0.037, -0.022, 5,  25.320, 10.920,  9.360, 1 
 302455.11172, 3,   0.306,  5.578,  7.996, 4,   0.130, -0.116, -0.083, 5,  25.320, 11.160,  9.180, 1 
 302455.17138, 3,  -0.259,  4.342,  8.350, 4,  -0.190, -0.284, -0.068, 5,  25.320, 11.400,  9.120, 1 
 302455.23142, 3,   0.948,  5.506,  8.322, 4,  -0.165, -0.272, -0.075, 5,  25.380, 11.520,  9.060, 1 
 302455.29152, 3,   0.431,  5.410,  8.547, 4,  -0.299, -0.448, -0.010, 5,  25.380, 11.640,  9.000, 1 
 302455.35139, 3,  -0.081,  5.683,  7.800, 4,   0.391,  0.262, -0.240, 5,  25.380, 11.760,  8.940, 1 
 302455.41089, 3,   0.292,  5.607,  8.178, 4,   0.172,  0.103, -0.129, 5,  25.440, 11.880,  8.940, 1 
 302455.47094, 3,   0.153,  5.760,  7.872, 4,   0.094,  0.076,  0.068, 5,  25.440, 11.880,  8.820, 1 
 302455.53067, 3,   0.345,  5.554,  8.183, 4,   0.081,  0.012,  0.034, 5,  25.440, 11.880,  8.760, 1 
 302455.59063, 3,   0.335,  5.535,  7.905, 4,  -0.071, -0.030,  0.106, 5,  25.500, 11.880,  8.700, 1 
 302455.65066, 3,   0.608,  5.765,  7.608, 4,  -0.007, -0.096,  0.077, 5,  25.500, 11.940,  8.580, 1 
 302455.71024, 3,   0.350,  5.319,  8.197, 4,  -0.283, -0.037, -0.063, 5,  25.560, 11.940,  8.520, 1 
 302455.77037, 3,   0.589,  4.989,  8.743, 4,  -0.479,  0.038, -0.005, 5,  25.560, 11.940,  8.400, 1 
 302455.83006, 3,   0.321,  5.070,  8.642, 4,  -0.390,  0.059, -0.015, 5,  25.620, 11.880,  8.280, 1 
 302455.89019, 3,   0.239,  5.238,  8.575, 4,   0.021,  0.103, -0.052, 5,  25.620, 11.880,  8.160, 1 
 302455.94984, 3,  -0.038,  5.061,  8.887, 4,  -0.011,  0.179,  0.026, 5,  25.680, 11.820,  8.040, 1 
 302456.00951, 3,   0.225,  5.180,  8.781, 4,   0.095,  0.361, -0.000, 5,  25.680, 11.760,  7.920, 1 
 302456.06993, 3,   0.139,  5.362,  8.413, 4,  -0.073, -0.217, -0.003, 5,  25.680, 11.760,  7.860, 1 
 
